Clean_Content,0
culturesai interesting question after sonja schimmler s talk about fairdata how can we measure fair data she suggests zu set up criteria tools to measure some of the fair principles if infrastructures support fairness but it s a long road to go nfdi culture opendata opensciece,Veranstaltung
newspecies new spring snail from texas just crawled in pyrgulopsis madridensisholotype academy of natural sciencestreatment http treatment plazi org id ac c ffb ffc cbe feb f be original paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation,Publikation
newspeciesnew scorpion from greece just slunk by euscorpius simaiakisitreatment http treatment plazi org id b c ffeb dd ff fb cfcf original paper http doi org zoo zoodiversity fairdata biodiversity nature conservation scorpiones arachnology,Publikation
newspecies opuntia kingstonianaa newly discovered cactus from jamaica holotype smithsonian treatment http treatment plazi org id b d ffa fc ff fccdfbe original paper http doi org phytotaxa phytotaxa fairdata biodiversity nature conservation botany wildflower,Publikation
newspecies new weevil from malaysia just skulked by trigonopterus grimmiholotype naturkundemuseum stuttgarttreatment http treatment plazi org id c af f a aa e d a original paper http doi org zookeys zookeys fairdata nature conservation biodiversity,Publikation
newspecies new flatworm from brazil just appeared temnocephala catarinensistreatment http treatment plazi org id b c a ffa a e ff e f befe fe original paper http doi org zootaxa zootaxa fairdata biodiversity conservation nature sciencetwitter,Publikation
one more supercut from the fair digital objects conference really more fair okay https video leidenuniv nl media t lxco tfit really sounds like people are talking the same language videogrep fairdata fdo supercut,Meinung
excellent overview of the european research data landscape in this assessment by eu commission the share of researchers who store data in research data repositories and the uptake of fair principles remain low so efforts to raise awareness and general training are still essential opendata fairdata opensciencehttps op europa eu o opportal service download handler identifier b d a ed b f aa ed a format pdf language en productionsystem cellar part,Veranstaltung
we fair points are looking for moderators to help us with ask me anything ama style sessions w rda eosc go fair fdo and we will pay you please fill out this form if you are interested https docs google com forms d e faipqlsdvvjsmk f e m zxzauy jgaivk byocb i qixfjopjaw viewform fairdata openscience,Veranstaltung
the chemistry research data group of the research data alliance have created a bibliography of papers covering fair data in chemistry you can find this on zotero https www zotero org groups fair chemistry items uh u bi library fair fairdata chemistry rda,Veranstaltung
martateperek akademienl social camelcase for screen readers and case sensitive filters openscience fairdata fairdataday,Veranstaltung
inspiring and actionable take home message from kirsty merrett bristol the biggest impact you can have on openscience fairdata is getting consent to share data fairdataday,Veranstaltung
check out our new youtube video an introductory lesson on researchdatamanagement with jvddorpe twitter com lindstaedtb twitter com by aliaksandra twitter com and katharina markus with information on fundamental concepts in rdm discipline specific examples and more fairdatahttps www youtube com watch v qgzbzftg i,Veranstaltung
why don t we share data and code perceived barriers and benefits to public archiving practices this is a great detailed and informative article about data sharing the reasons why people don t do it and the benefits of doing it https doi org rspb data fairdata opendata datasharing,Veranstaltung
fair data sharing for uk bioscence research leaders from biordm training workshop for pis in the uk including those who shape local policy we cover why embrace good data management and fairdata how data tools improve productivity repositories data management plans the interactive carpentries style practical exercises discussion is longer than death by powerpoint but much more rewarding online dec free register https www eventbrite com e,Veranstaltung
curious about the scientificsoftware that we re developing at the iiasa energy climate environment program we re offering an internship months in the scenarioservices team on opensource tools for analysis dataviz like pyam iamc maybe relevant for students who are not yet sure whether to pursue a phd and would like to know more about bestpractice of scientificsoftware fairdata management https iiasa ac at employment job openings jh tqyi wh u nm agy q ovnphfke qs,Veranstaltung
hi all i help researchers and research program managers with metadata strategy i speak scientist eecs phd in nanofabrication developer mostly python and web tech and ontologist rdf and friends i m a huge fan of fair and knowledgegraphs i do a podcast on machine centric science https podcast polyneme xyz introduction fairdata,Veranstaltung
pidcasts podcasts about and or assigned persistent identifiers pids gupris identifiers fairdata,Veranstaltung
towards making fairness built in during data capture vs bolt on when preparing to share publish externally ross s ballsun stanton b cassidy s crook p klump j sobotkova a fairer data through digital recording the faims mobile experience journal of computer applications in archaeology doi https doi org jcaa fairdata,Meinung
introduction hello my name is nadia i m a physicist and chemist by training leading a bioimaging and data analysis core unit at the centre for genomic regulation in barcelona spain i joined mathstodon xyz to start anew and see the world from a different perspective i will be posting about bioimaging bioimage dataanalysis and cycling looking forward to discussions and the exchange of ideas microscopy openscience opensource fairdata welcometomastodon welcometomathstodon,Veranstaltung
many countries are monitoring covid in wastewater e g jeffgilchrist kiwijo global news covidpoops twitter com scotland s ww programme has had nationwide prevalence data since mid via scottishepa twitter com paper etc livia scorza in our bio rdm team curated the data methods etc for ww research making opendata fairdata with graeme cameron of sepa this thread explains the outputs after two releases in the past week pressrelease https www ed ac uk biology news events news scotland covid sewage data new health insights,Veranstaltung
newspecies new march fly from the oligocene of france just surfaced on fossilfridaydilophus cerestensistreatment http treatment plazi org id fd ff e ffd a f b fbbc eoriginal paper http doi org palaeoentomology palaeoentomology fairdata,Publikation
newspecies new endemic treefrog from papua new guinea just hopped in on frogfriday litoria insularistreatment http treatment plazi org id fff a f fa c a e cc foriginal paper http doi org vz e vertebratezoology fairdata,Publikation
astrodia duospinacollected in at a depth of mdescribed and published in zookeys in treatment added to treatmentbank http treatment plazi org id fc b bb e bb e a a ca c and mediated to gbif by plazithis process can be automated if the data is published as fairdata,Meinung
newspecies hippeastrum abatinguaraa newly discovered amaryllidaceae from braziltreatment http treatment plazi org id dbf ffa c ff d a doriginal paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation botany wildflower,Publikation
newspecies new damselfly from brazil named after queenelizabethii just buzzed in forcepsioneura elizabethaetreatment http treatment plazi org id f d ffa ff befab original paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation,Publikation
newspecies new freshwater crab from myanmar just sneaked in lobothelphusa bagoensistreatment http treatment plazi org id ec e ffd ff fc c fe f original paper http doi org rbz rafflesbulletinofzoology fairdata biodiversity nature conservation,Publikation
good day at work held a workshop in the morning with my colleagues at the heritage laboratory showing them how to use controlled vocabularies finding persistent ids and using zenodo afternoon i took part in a digital seminar for phd students on openscience and fairdata good discussions about the importance of doing right from the start and using standards,Veranstaltung
the call for submissions for the iassist conference in philadelphia is now open and the deadline for submissions is wednesday december theme diversity in research social justice from data openscience researchdatamanagement rdm fdm fairdata datafeminism researchdatamanagement https iassistdata org conferences iassist call for submissions,Veranstaltung
super excited to share that our project premise led by giovanni pizzi at psi has been approved as part of the ord initiative of the eth board focus on automation interoperability fairdata rdm and more by linking electronic lab books workflow management systems and instrument automation tools in experimental materialsscience and compchem press release at https nccr marvel ch news communication premise,Veranstaltung
on behalf of the tu researchdata team i would like to cordially invite you all to join our winter community meet up on december in person utrecht https community data tu nl fair data in science and engineering we promise a lot of networking collaboration and fun around fairdata and openscience hope to see you there,Veranstaltung
new new new the call for submissions for the iassist conference in philadelphia is now open and the deadline for submissions is wednesday december theme diversity in research social justice from data openscience researchdatamanagement rdm fdm fairdata datafeminism researchdatamanagement https iassistdata org conferences iassist call for submissions,Veranstaltung
time for an introduction my name is marta teperek i am director of tu researchdata and head of research data services at tudelft i am a researcher by training life sciences epigenomics developmental biology i care about researchintegrity reproducibleresearch fairdata openscience and collaboration instead of competition,Veranstaltung
so cool that account migration is a first class operation available after days since your last migration on mastodon donnywinston scholar social is now redirecting here donny fairpoints social all followers of that account were moved over i was able to export import via merge a csv with the accounts that my previous account was following and i have a json ld dump of all my toots a subset of which i may or may not re toot using this account fairdata,Veranstaltung
newspecies cleisostoma tatoniia newly discovered orchid from vietnam that is on the verge of complete extinction in nature treatment http treatment plazi org id fa f dd a f c c fa afe c d original paper http doi org phytotaxa phytotaxa fairdata conservation orchids wildflowers botany,Publikation
newspecies new hover fly from crete just hovered in milesia creticatreatment http treatment plazi org id b e c c f cb fbd original paper http doi org ejt ejtaxonomy fairdata biodiversity nature conservation diptera,Publikation
newspecies new sea snail from brazil just surfaced cochlespira notomaristreatment http treatment plazi org id cc aa fff ffa fc dfe d f coriginal paper http doi org pap isavulsosdezoologia fairdata nature biodiversity conservation,Publikation
newspeciesnew tarantula from china just creeped in chilobrachys qishuoitreatment http treatment plazi org id e f bd a be d c b original paper http doi org bdj e biodatajournal fairdata nature biodiversity conservation spider arachnology,Publikation
newspecies new rice frog from vietnam just hopped in microhyla xodangorumtreatment http treatment plazi org id df d ac fff ef d fbe fcf original paper http doi org ejt ejtaxonomy fairdata nature biodiversity conservation herpetology frog,Publikation
newspecies beilschmiedia weiia newly discovered lauraceae tree from china treatment http treatment plazi org id d bf ff eee fc dfe fd boriginal paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation trees,Publikation
lets try introduction i m a data scientist via paleoecology a programmer in rstats python javascript and sql i work with the neotoma paleoecology database and really enjoy helping people do amazing science huge proponent of openscience and reproducibleresearch fairdata and all that good stuff,Veranstaltung
bumped into the what is a dataset question again today so going back to my working definition https blog ldodds com what is a dataset part a working definition opendata fairdata,Veranstaltung
newspeciesnew stinkworm from china just showed up on wormwednesday travisia amoyanustreatment http treatment plazi org id d ab f a coriginal paper http doi org zookeys zookeys fairdata biodiversity conservation nature annelida,Publikation
newspecies new spittlebug from tibet just tiptoed by philagra bimaculatatreatment http treatment plazi org id cb eb d c afc fa d cafcc original paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation ecologytwitter insects,Publikation
newspeciesnew dusky salamander from great smoky mountains north carolina desmognathus adatsihitreatment http treatment plazi org id a c f f c ba f original paper http doi org zootaxa zootaxa fairdata biodiversity nature,Publikation
another supercut from the fair digital objects conference yeah but no https video leidenuniv nl media t tif l fbvideo content warning flashing images videogrep fairdata fdo supercut,Meinung
a lot of thinking went on at the fair digital objects conference last october https video leidenuniv nl media t l gvgtb fdo fairdata supercut,Meinung
the ukraine national open science plan is aimed to provide alignment with the horizon europe openscience policy openaccess fairdata increased transparency and creating regulatory and legal prerequisites for the shaping of the state policy of openscience,Veranstaltung
rt fairimpact eu in order to have fairdata the same researchdata requires technical legal semantic organisational interoperability we will promote interoperability mechanisms across domains to foster global alignment of fair frameworks in and eosc https fair impact eu wp interoperahttps twitter com fairimpact eu status s t ik yxhzqirclaaekioq rq researchdatamanagement,Veranstaltung
join us at our next event introducing community guidelines for sharing dataset quality information w drpengatavl https lyyti fi reg ge peng wednesday november utc see latest publication by dr ge peng on the topic https www nature com articles s x crosswalks among stewardship maturity assessment approaches promoting trustworthy fair data and repositories chriserdmann fairdata openscience opendata academic,Meinung
newspecies new cuckoo bee from canada just flew in epeolus emiliaeholotype royal sask museumtreatment http treatment plazi org id bc fb f ff b ea fa bfa afb boriginal paper http doi org zenodo insectamundi fairdata biodiversity nature conservation entomology insects,Publikation
and he s off wouterkoch fairdata,Meinung
die task area standards for fairdata bewertet und entwickelt standards f r auffindbarkeit und interoperabilit t dr c vorisek twitter com von berlinnovation twitter com ber das ziel eine gemeinsame sprache f r die nfdi health community zu finden fair fdmhttps www youtube com watch v hplvbvrbdk,Meinung
kaitclark perspektivbrocken thank you for doing this could i be added as well keywords are disaster fairdata,Veranstaltung
kristina hettne my colleague at the centre for digital scholarship attended the st international conference on fair digital objects and recapped her impressions on some very promising conversations https www digitalscholarshipleiden nl articles future digital research data fairdata,Veranstaltung
newspeciesnew brittle star from the west pacific just surfaced astrodia duospinatreatment http treatment plazi org id fc b bb e bb e a a ca c original paper http doi org zookeys zookeys fairdata nature,Publikation
newspeciesnew spider from china just groveled in paraplectana magnaculatatreatment http treatment plazi org id d d aa ffb ff fa f b original paper http doi org zs zoologicalsystematics fairdata nature conservation spider arachnology,Publikation
my introduction i m daniel bangert national open research coordinator for ireland based at the digital repository of ireland i work on national open science policy development and implementation and coordinate ireland s national open research forum norf https norf ie interests openscience fairdata scholcomm openaccess digitalhumanities musicology music openaccess,Veranstaltung
alright found a better home here s another introduction i m brand new to mastodon following the demise of the bird app i m the data manager for nyu global ties for children research center a group dedicated to impacting research practice and policy for un sdg in crisis contexts i m particularly interested in fairdata practices with low connectivity i also love my ebike photography cooking and learning banjo i m going to try to get more global ties staff to join us here,Veranstaltung
at the scenarioservices team at the iiasa energy climate environment program we support energy climate modeling teams opensource tools for scenario analysis like the pyam iamc package share scenario ensembles such as ipcc ar ngfs following fairdata principles capacity building tutorials for better practices in modeling scientificsoftware developmentvisit https software ece iiasa ac at for more info,Veranstaltung
my social media philosophy work research on climatechange the sdgs scientificsoftware fairdata opensource freethemodels mostly english vienna politics related to my work expertise trying to stay clear of party politics mostly german random,Veranstaltung
hello chemtoots since we re doing introductions i m peter a computational chemist who enjoys telling experimental colleagues what to do especially those in rotational spectroscopy and heterogeneous catalysis when not doing compchem i love playing around with datascience finding ways use automation and fairdata to move chemistry towards the future passionate about opensource software currently working on getting my own group at tu berlin off of the ground,Veranstaltung
you have probably hear of fairdata but have you heard of inspiredata check out https inspire ec europa eu inspire principles,Veranstaltung
the tu association of german universities of technology invites datastewards sometimes also referred to as researchdataofficers research data handling officers data experts datacurators or datamanagers to a two day workshop on researchdatamanagement rdm in science and engineering the event will be held on in braunschweig https www tu braunschweig de ub tu data steward workshop registration and submission opendata fair fairdata,Veranstaltung
i m in landau today at the psychology department at unikold twitter com a new workshop day ahead today s topic from data to data publication rdm fdm openscience opendata fairdata,Veranstaltung
nfdi earth everyone talks while i have pb to handle hpc realities in the maelstrom oft fairdata,Veranstaltung
lambo i like the term libraries showing my age as a person who coined this do you have any idea why libraries science never got of the ground or less aged interactivescience it would have the advantage over openscience of not helping the surveillance of science selling themselves as an open science program and it would include stuff like fairdata which is orthogonal to opendata it is also important for closed data and helpful in promoting collaboration interaction,Meinung
hi all i help applied energy researchers with metadata strategy i speak scientist eecs phd in nanofabrication developer mostly python and web tech and ontologist rdf and friends i m a huge fan of fair and knowledge graphs i do a podcast on machine centric science https podcast polyneme xyz introduction fairdata,Veranstaltung
to help some of the newcomers make connections name things that interest you but aren t in your profile as tags so they are searchable then boost this post or repeat its instructions so others know to do the same fairdata metadata careprinciples genderdatagap datafeminism,Veranstaltung
universitycollegelondon ucl are opening their new office for openscience and scholarship good on them and good to see the principles along with the promotion of collaboration and fairdata principles spreading furher every day https www ucl ac uk library news oct ucl office open science and scholarship science research,Veranstaltung
long shot but one of my fiends ex colleague is in limbo regarding jobs she is awesome at rstats and anything related to openscience fairdata image analysis and processing and bioinformatics if you hear about anything in and around meanjin brisbane or remote please let me know boosts encouraged,Veranstaltung
rt codatanews twitter comwebinar on writing an article with excellent supporting datathis presentation will introduce ways to interconnect your article and data in ways that make them most readily understood and useful by others topics include how to prepare data for presentation ensure data is well stewarded provide fair credit access through citation register https attendee gotowebinar com register science openscience opendata datascience codata fairdata,Veranstaltung
hello mastodon looking forward to interacting with everyone here incf is an international non profit working to facilitate data sharing in neuroscience through the adoption of fair standards and best practices thanks to incf members neuromatch for hosting this mastodon instance neuroscience neuroinformatics openscience opendata fairdata informatics datamanagement,Veranstaltung
in our next nfdi infratalk antonias from helmholtzopenscienceoffice will talk about a persistent identifiers pid strategy for germany registration includes discussion https www nfdi de talks stream https www youtube com watch v zxpfvkcc k fairdata openscience rdm fdm,Veranstaltung
newspecies new springtail from japan just wriggled by crossodonthina eleganstreatment http treatment plazi org id b a ffe da fbfffcacfa apublication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals collembola japan,Publikation
newspeciesnew gecko from angola just climbed inpachydactylus maiatoiholotype california academy of sciencestreatment http treatment plazi org id c d a c c c c fff fcapublication http doi org vz e vertebratezoology fairdata science taxonomy ecology biodiversity nature wildlife conservation animals reptiles herpetology herps reptiles gecko angola,Publikation
newspecies centaurea serowensisa newly discovered centaury from iran treatment http treatment plazi org id e f f bc ff fdadfc c publication http doi org phytotaxa phytokeys fairdata science ecology taxonomy nature biodiversity conservation botany wildflowers flowers wildplants plants wildlife centaurea asteraceae iran,Publikation
newspecies new fairyfly from india just flew in dicopomorpha lathaetreatment http treatment plazi org id b a ff d ff f c eb fbdfpublication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals invertebrates entomology insects fairyfly india,Publikation
newspecies new freshwater snail from lecce italy just crawled in mercuria lupiaensisholotype museo nacional de ciencias naturales madridtreatment http treatment plazi org id c c ffc ffd ec fa b dffdefpublication http doi org ejt ejtaxonomy fairdata science taxonomy ecology biodiversity nature wildlife conservation animals malacology snails italy,Publikation
newspeciesnew false click beetle from dominican amber just surfaced on fossilfriday nematodes thoracicustreatment http treatment plazi org id b ffa ff b aa fbc fe cc publication http doi org zenodo insectamundi fairdata science taxonomy ecology biodiversity nature wildlife conservation animals invertebrates entomology insects coleoptera beetles bugs paleo paleontology fossil,Publikation
newspecies a newly discovered fungus from colombia for fungifriday sulzbacheromyces leucodontiumtreatment http treatment plazi org id d da b ff ff d fa fpublication http doi org phytotaxa phytotaxa fairdata science biology taxonomy ecology biodiversity nature wildlife conservation fungi mushrooms mycology colombia,Publikation
newspecies new true frog from china surfaced on frogfriday nidirana chongqingensistreatment http treatment plazi org id efa f b f fa eb d b publication http doi org bdj e biodatajournal fairdata science taxonomy ecology biodiversity nature wildlife conservation animals herpetology herps amphibia frogs china,Publikation
newspeciesnew porcelain crab from the red sea just swam by enosteoides habibiholotype university of floridatreatment http treatment plazi org id e eb ff c ff e c ac b cc publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals crustacea porcelain crab habibi redsea,Publikation
this morning s department science talk is about the european digitaltwin for the ocean interestingly it s all based on opensource data code foss fairdata edito copernicus copernicusecmwf,Veranstaltung
newspecies new scarab beetle from turkey just showed up pygopleurus ozguritreatment http treatment plazi org id c ffde ff fd d fca publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals invertebrates entomology insects coleoptera beetles bugs turkey,Publikation
newspeciesnew catfish from brazil just mewed listrura gyrinuraholotype universidade federal do rio de janeirotreatment http treatment plazi org id d a fb ffd ffb fc fc bfc df publication http doi org journalofnaturalhistory fairdata science taxonomy ecology biodiversity nature wildlife conservation animals fish teamfish ichthyology catfish brazil,Publikation
newspecies new darwin wasp from kenya just flew by chauvinia ganotaholotype natural history museum of utahtreatment http treatment plazi org id c ffb fd a fcc fb publication http doi org ejt ejtaxonomy fairdata science taxonomy ecology biodiversity nature wildlife conservation animals invertebrates entomology insects hymenoptera wasps kenya,Publikation
newspecies argyreia subrotundaa newly discovered conolvulaceae from yunnan china treatment http treatment plazi org id b ef dc a aec bab cc b b publication http doi org phytokeys phytokeys fairdata science ecology taxonomy nature biodiversity conservation botany wildflowers flowers wildplants plants wildlife convolvulaceae china,Publikation
newspeciesnew endemic crayfish from north carolina just surfaced cambarus lapidosusholotype nc museum of natural sciencestreatment http treatment plazi org id f ff a f ff f fdbff cpublication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals crustacea crayfish northcarolina nc usa,Publikation
vacature specialist researchdatamanagement rdm onderzoeksdata fairdata datascience bibliotheek hva uvahttps informatieprofessional nl bibliotheek uva hva zoekt research data management specialist,Veranstaltung
check out the recording of the datacite webinar dois for researchsoftware featuring morane gruenpeter swheritage lars nielsen zenodo and sdruskat dlr https www youtube com watch v laudaq li elots of food for thought and interesting discussions with people actively working to promote recognition for software in the research ecosystem openscience fairdata,Veranstaltung
we curated new prefixes covering all international clinical trial registries appearing in the who international clinical trials registry platform https trialsearch who int read up here https bioregistry io collection bioinformatics clinicalinformatics systemsbiology semanticweb opendata fairdata fair,Veranstaltung
i do not disagree with the fairdata principles but sometimes it s like people see fair as a religion the word needs spreading it s important to adhere to the principles often in the abstract focus on the fair label instead of the individual goals use the label on many things data software workflows digital objects debate about how to be fair follow thought leadersit isn t a perfect metaphore i know but it s not totally wrong,Meinung
from fair in action a flexible framework to guide fairification https doi org s i very much agree with this we recommend avoiding the word fair and its derivatives in goals entirely as it is too general to impart clear meaning e g fairify data resource for public release on project platforms fairdata fairification,Meinung
new collections in the digital repository of ireland from university college cork researchers may read about the irish film poetry archive ports past and present and artistic doctorate resources all recently preserved and shared in the dri through our ucc membership https theriverside ucc ie new ucc collections dri may digipres fairdata opendata,Veranstaltung
what s in it for you your organization the continent with datacite s global access program gap in africa join our webinar on june at am utc pm eat noon cat am wat about datacite the datacite gap for africa https datacite zoom us webinar register wn xlbggtjwtqkrysewmyu saplease boost if you like to spread the word about datacite in the african region gabioshka openscience openresearch fairdata africa globalaccessprogram gap researchdata,Veranstaltung
etd cfp extended until june the th international symposium on electronic theses and dissertations etd will take place on october in gujarat this year s theme is enriching etds and their reach organized by inflibnet we invite submissions on theses and dissertations metadata openscience datarepositories fairdata and more https etd inflibnet ac in call for paper php,Veranstaltung
nfdi i like the idea of nfdi questions hours maybe some additional hashtags could help to find the right audience for next thuesday ai maybe could also be interesting in the context of chatgpt terminology ontology researchdata nfdi fairdata,Veranstaltung
for those of you active in openscience the eu se conference is covering great topics such as fairdata eosc and citizenscience yesterday and sciencecommunication today https oppenvetenskap se programme my slides are here https zenodo org record zgsf nakfci,Veranstaltung
derudas phd project developed tested rejected and redeveloped solutions for making d documentation of excavations more useful to archaeologists her final product air archaeological interactive report is built on opensource omekas code cidoccrm and integrates linkeddata more work is necessary but great example of fairdata implementation archaeology digitalheritage https omeka ht lu se s reports page home,Veranstaltung
newspeciesnew treefrog from peru jumped in on frogfriday scinax pyroinguinisholotype centro de ornitologia y biodiversidad corbidi treatment http treatment plazi org id a f aa e e c e ba ffc f publication http doi org evolsyst evolutionarysystematics fairdata science taxonomy ecology biodiversity nature wildlife conservation animals herpetology herps amphibia frogs peru,Publikation
newsynonymies different species turn out to be only one historical and modern collections combined with dna barcoding revealed only a single species in europe trichacis trististreatment http treatment plazi org id b fffd ff d f e fa afd publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals invertebrates entomology insects hymenoptera wasps europe,Meinung
newspecies new millipede from brazil just tiptoed by pseudonannolene granulatatreatment http treatment plazi org id f ba b b d b fe afb e publication http doi org ejt zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals invertebrates diplopoda millipede brazil,Publikation
newspeciesnew polychaete worm from australia named after davidattenborough just surfaced marphysa davidattenboroughitreatment http treatment plazi org id c d b ff e da cd publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals invertebrates worms annelida australia,Publikation
newspecies new bat from thailand just fluttered in hipposideros kingstonaetreatment http treatment plazi org id e b ffd ffd ff a ff bfbc fb publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals mammalogy mammals chiroptera bats thailand,Publikation
newspeciesnew huntsman from china just crept in pseudopoda deformistreatment http treatment plazi org id f e c b ae d b f cbpublication http doi org zookeys zookeys journal fairdata science taxonomy ecology biodiversity nature wildlife conservation animals invertebrates arachnology spider arachnids huntsman china,Publikation
newspeciesnew aquatic snail named after nobel prize winner paul j crutzen sulawesidrobia crutzenitreatment http treatment plazi org id ac ad ffd ff d f ba epublication http doi org ejt ejtaxonomy fairdata science taxonomy ecology biodiversity nature wildlife conservation animals malacology snails indonesia pauljcrutzen,Publikation
newspecies new leaf beetle from colombia just glowed up alurnus chocoensistreatment http treatment plazi org id b d ffc ff cd f afc bpublication http doi org zenodo insectamundi fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects coleptera beetles bugs leafbeetles colombia,Publikation
plugging the gaps quite an interesting useful paper exploring disconnection between institutionalpolicies on research data practical implementation of fair includes some jedi mind trick suggestions for researcher buy in study is based on us institutions but i think the findings could be found elsewhere are institutional research data policies in the us supporting the fair principles a content analysis https doi org jeslib researchdata fairdata fairdataprinciples opendata,Veranstaltung
we have two more preprints available on our preprint server rdm platform coscine fair play integrated right from the start https preprints inggrid org repository view fairdata metadata digitalobjectframework coscine researchdatamanagement rdm oa pia a concept for a personal information assistant for data analysis and machine learning in industrial application https preprints inggrid org repository view dataanalysis machinelearning dataplanning datameasurement,Veranstaltung
newspeciesnew endemic frog from madagascar just croaked on frogfriday guibemantis razokyholotype staatliche naturwissenschaftliche sammlungen bayernstreatment http treatment plazi org id ced b c ff c ea edcepublication http doi org vz e vertebratezoology fairdata science taxonomy ecology biodiversity nature wildlife conservation animals herpetology herps amphibia frogs madagascar,Publikation
newspeciesnew rajid skate from south china sea just skated in okamejei pictatreatment http treatment plazi org id d d a a ffbe ff affde fa epublication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals fish teamfish ichthyology sharks skates rays china,Publikation
the nfdi section industry engagement elected prof dr florian stahl as speaker and prof dr chris eberl as deputy speaker today congratulations more https www nfdi de industry engagement speaker elected and section concept published lang en the section concept was also published https zenodo org record zfugms p w fdm rdm fairdata nfdirocks,Veranstaltung
newspeciesnew amphipod from panama just floated in synchelidium purpurivitellumholotype smithsoniantreatment http treatment plazi org id f f de d c e dcb c ec publication http doi org zookeys zookeys journal fairdata science taxonomy ecology biodiversity nature wildlife conservation animals crustacea amphibods panama,Publikation
newspecies rubus lentianusa newly discovered bramble species from austria treatment http treatment plazi org id d ffa ffd ff bbefda fb dpublication http doi org phytotaxa phytotaxa fairdata science ecology taxonomy nature biodiversity conservation botany wildflowers flowers wildplants plants wildlife bramble berries brombeere austria,Publikation
newspeciesnew polychaete worm just surfaced from a depth of m ophryotrocha kailaeholotype scripps institution of oceanographytreatment http treatment plazi org id f ffdf ffbd e b f fc cpublication http doi org ejt ejtaxonomy fairdata science taxonomy ecology biodiversity nature wildlife conservation animals worms annelida deepsea,Publikation
newspeciesdrypetes stevartiia newly discovered putranjivaceae tree from cameroon and nigeria treatment http treatment plazi org id d ee d b dc b f c b dff apublication http doi org plecevo plecevo fairdata science ecology taxonomy nature biodiversity conservation botany wildflowers flowers wildplants plants wildlife trees putranjivaceae cameroon nigeria,Publikation
newspecies new ant from cyprus just nipped us cataglyphis aphroditetreatment http treatment plazi org id b ffac ffd ff a f fb ed e dpublication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects hymenoptera formicidae myrmecology ants cyprus,Publikation
newspeciesnew lizard from peru just flitted by selvasaura candesiholotype centro de ornitologia y biodiversidad corbidi treatment http treatment plazi org id a e c b a d e e b publication http doi org evolsyst evolsystematics fairdata science taxonomy ecology biodiversity nature wildlife conservation animals reptiles herpetology herps reptiles lizards peru,Publikation
newspecies new grasshopper from china was just carried in caryanda biserratatreatment http treatment plazi org id bc f e d efd fee b publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects orthoptera grasshoppers china,Publikation
ruth mottram very much related to fairdata pangaea community workshop may and of may both am am cest utc online via zoom invitations will be send shortly before the event registration closes at may https cloud marum de apps forms s p h dm wxwlbmpx bwxzrko,Veranstaltung
attending the qgreenland qgis user workshop in cph today i learn that in the us it is the federal year of openscience fairdata is the future and something i m pushing hard on at dmi too we already have friedata time to make our climatedata fair too,Veranstaltung
newspeciesnew glassfrog from colombia just hopped in on frogfriday nymphargus pijaotreatment http treatment plazi org id e e b ffa ff c fdeb ad publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals herpetology herps amphibia frogs colombia,Publikation
newspecies ceropegia gilboaensisa newly discovered apocynaceae from south africa holotype university of kwazulu nataltreatment http treatment plazi org id a b fb b ffad aa e e f fcf publication http doi org phytotaxa phytotaxa fairdata science ecology taxonomy nature biodiversity conservation botany wildflowers flowers wildplants plants wildlife apocynaceae southafrica,Publikation
newspeciesnew spinous eelpout from japan just swam in eulophias spinosiortreatment http treatment plazi org id c bc ffaa f d fce fd faf fb publication http doi org i ichthyologyherpetology bioonenews fairdata science taxonomy ecology biodiversity nature wildlife conservation animals fish teamfish ichthyology eelpout japan,Publikation
newspeciesnew keratin beetle from south africa just strolled by phoberus villetitreatment http treatment plazi org id bb d ffcf ffdd ff a fa cfa ef publication http doi org zootaxa zootaxa fairdata science taxonomy ecology biodiversity nature wildlife conservation animals entomology insects coleptera beetles bugs keratinbeetles southafrica,Publikation
