Clean_Content,0
bumped into the what is a dataset question again today so going back to my working definition https blog ldodds com what is a dataset part a working definition opendata fairdata,Veranstaltung
newspeciesnew stinkworm from china just showed up on wormwednesday travisia amoyanustreatment http treatment plazi org id d ab f a coriginal paper http doi org zookeys zookeys fairdata biodiversity conservation nature annelida,Publikation
newspecies new spittlebug from tibet just tiptoed by philagra bimaculatatreatment http treatment plazi org id cb eb d c afc fa d cafcc original paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation ecologytwitter insects,Publikation
newspeciesnew dusky salamander from great smoky mountains north carolina desmognathus adatsihitreatment http treatment plazi org id a c f f c ba f original paper http doi org zootaxa zootaxa fairdata biodiversity nature,Publikation
another supercut from the fair digital objects conference yeah but no https video leidenuniv nl media t tif l fbvideo content warning flashing images videogrep fairdata fdo supercut,Meinung
a lot of thinking went on at the fair digital objects conference last october https video leidenuniv nl media t l gvgtb fdo fairdata supercut,Meinung
the ukraine national open science plan is aimed to provide alignment with the horizon europe openscience policy openaccess fairdata increased transparency and creating regulatory and legal prerequisites for the shaping of the state policy of openscience,Veranstaltung
rt fairimpact eu in order to have fairdata the same researchdata requires technical legal semantic organisational interoperability we will promote interoperability mechanisms across domains to foster global alignment of fair frameworks in and eosc https fair impact eu wp interoperahttps twitter com fairimpact eu status s t ik yxhzqirclaaekioq rq researchdatamanagement,Veranstaltung
join us at our next event introducing community guidelines for sharing dataset quality information w drpengatavl https lyyti fi reg ge peng wednesday november utc see latest publication by dr ge peng on the topic https www nature com articles s x crosswalks among stewardship maturity assessment approaches promoting trustworthy fair data and repositories chriserdmann fairdata openscience opendata academic,Meinung
newspecies new cuckoo bee from canada just flew in epeolus emiliaeholotype royal sask museumtreatment http treatment plazi org id bc fb f ff b ea fa bfa afb boriginal paper http doi org zenodo insectamundi fairdata biodiversity nature conservation entomology insects,Publikation
and he s off wouterkoch fairdata,Meinung
kaitclark perspektivbrocken thank you for doing this could i be added as well keywords are disaster fairdata,Veranstaltung
kristina hettne my colleague at the centre for digital scholarship attended the st international conference on fair digital objects and recapped her impressions on some very promising conversations https www digitalscholarshipleiden nl articles future digital research data fairdata,Veranstaltung
newspeciesnew brittle star from the west pacific just surfaced astrodia duospinatreatment http treatment plazi org id fc b bb e bb e a a ca c original paper http doi org zookeys zookeys fairdata nature,Publikation
newspeciesnew spider from china just groveled in paraplectana magnaculatatreatment http treatment plazi org id d d aa ffb ff fa f b original paper http doi org zs zoologicalsystematics fairdata nature conservation spider arachnology,Publikation
my introduction i m daniel bangert national open research coordinator for ireland based at the digital repository of ireland i work on national open science policy development and implementation and coordinate ireland s national open research forum norf https norf ie interests openscience fairdata scholcomm openaccess digitalhumanities musicology music openaccess,Veranstaltung
alright found a better home here s another introduction i m brand new to mastodon following the demise of the bird app i m the data manager for nyu global ties for children research center a group dedicated to impacting research practice and policy for un sdg in crisis contexts i m particularly interested in fairdata practices with low connectivity i also love my ebike photography cooking and learning banjo i m going to try to get more global ties staff to join us here,Veranstaltung
at the scenarioservices team at the iiasa energy climate environment program we support energy climate modeling teams opensource tools for scenario analysis like the pyam iamc package share scenario ensembles such as ipcc ar ngfs following fairdata principles capacity building tutorials for better practices in modeling scientificsoftware developmentvisit https software ece iiasa ac at for more info,Veranstaltung
my social media philosophy work research on climatechange the sdgs scientificsoftware fairdata opensource freethemodels mostly english vienna politics related to my work expertise trying to stay clear of party politics mostly german random,Veranstaltung
hello chemtoots since we re doing introductions i m peter a computational chemist who enjoys telling experimental colleagues what to do especially those in rotational spectroscopy and heterogeneous catalysis when not doing compchem i love playing around with datascience finding ways use automation and fairdata to move chemistry towards the future passionate about opensource software currently working on getting my own group at tu berlin off of the ground,Veranstaltung
you have probably hear of fairdata but have you heard of inspiredata check out https inspire ec europa eu inspire principles,Veranstaltung
the tu association of german universities of technology invites datastewards sometimes also referred to as researchdataofficers research data handling officers data experts datacurators or datamanagers to a two day workshop on researchdatamanagement rdm in science and engineering the event will be held on in braunschweig https www tu braunschweig de ub tu data steward workshop registration and submission opendata fair fairdata,Veranstaltung
i m in landau today at the psychology department at unikold twitter com a new workshop day ahead today s topic from data to data publication rdm fdm openscience opendata fairdata,Veranstaltung
nfdi earth everyone talks while i have pb to handle hpc realities in the maelstrom oft fairdata,Veranstaltung
lambo i like the term libraries showing my age as a person who coined this do you have any idea why libraries science never got of the ground or less aged interactivescience it would have the advantage over openscience of not helping the surveillance of science selling themselves as an open science program and it would include stuff like fairdata which is orthogonal to opendata it is also important for closed data and helpful in promoting collaboration interaction,Meinung
hi all i help applied energy researchers with metadata strategy i speak scientist eecs phd in nanofabrication developer mostly python and web tech and ontologist rdf and friends i m a huge fan of fair and knowledge graphs i do a podcast on machine centric science https podcast polyneme xyz introduction fairdata,Veranstaltung
to help some of the newcomers make connections name things that interest you but aren t in your profile as tags so they are searchable then boost this post or repeat its instructions so others know to do the same fairdata metadata careprinciples genderdatagap datafeminism,Veranstaltung
universitycollegelondon ucl are opening their new office for openscience and scholarship good on them and good to see the principles along with the promotion of collaboration and fairdata principles spreading furher every day https www ucl ac uk library news oct ucl office open science and scholarship science research,Veranstaltung
long shot but one of my fiends ex colleague is in limbo regarding jobs she is awesome at rstats and anything related to openscience fairdata image analysis and processing and bioinformatics if you hear about anything in and around meanjin brisbane or remote please let me know boosts encouraged,Veranstaltung
rt codatanews twitter comwebinar on writing an article with excellent supporting datathis presentation will introduce ways to interconnect your article and data in ways that make them most readily understood and useful by others topics include how to prepare data for presentation ensure data is well stewarded provide fair credit access through citation register https attendee gotowebinar com register science openscience opendata datascience codata fairdata,Veranstaltung
